내용,결과,,긍정 댓글 수,부정 댓글 수,중립 댓글 수
전 화이자 차 맞는 첫날 괜찮았는데 어제 가슴 답답함 숨 차는 증상 잠 못 잠자리 저림 있는 오늘 일차 불면 지속 복통 증상 있는 차 맞은 말 지 걱정 되는 찾아보니까 차 안 맞은 여러 가지 일상생활 제약 생기는 같은 외국 차 맞은 하던데 걱정 되는,35.57의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
백신 강요 하지 마는 그렇게도 백신 좋은 전 직원 먼저 백신 접종 부스터 샷 맞은 내 내 몫 통 큰 양보 하는,35.07의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
우리나라 하루 사망자 수가 명임 자살 투병 사고 사망자 있는 지금 우리나라 국민 맞은 백신 인과성 갖다 붙일 수 없는 거임 마지막 의사 자연 사망률 큰 차이 나지 않은 게 팩트 게 같은 말임 백신 맞는 건 자유 명 사망자 수 때문 우려 할 거 아닌 거만 참고 해서 본인 판단 해서 맞은,38.49의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
어떠한 게 백신 부작용 인정 안 하는 명 없는,34.32의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
본 영상 사망률 비교 시 콜로 확 진자 사망률 백신 접종 사망률 비교 했으면 코로나 확진율 포함 시킨 하는 맞는 듯 되면 코로나 걸리는 사망 이를 확률 백신 접종 사망률 높은 집단 면역 불가 영국 이스라엘 치료받는 나오는 위드 코로나 중증 비율 백신 코로나 큰 차이 없는 듯 정확하진 않지만 대략 추산 가능한 백신 인과성 관계 성립 된다는 전제 사망 이르게 될 확률 백신 쪽 높은 백신 안정 성 검증 완벽한 않은 장기간 경과 후 부작 용 부족 변 백신 접종 치명 가능한 배제 할 수 없는 전문가 견 득실 따졌을 백신 접종 압도 옳다는 근거 부족해 보임 백신 코로나 나운 안 좋은 힘들거나 죽는 한가지 선택 본인 몫,37.25의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
명 사망 면 세월호 피해자 많은 도대체 하는,33.75의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
코로나 감염 사망률 백신 접종 사망률 압도 할 판 입니다 게 백신 접종 하면 사람 마다 체질 틀려서 맞은 멀쩡한 사람 아픈 사람 고통 오는 사람 최악 사망 통합 봤을 사람 마다 체질 틀려서 내 몸 백신 안 맞는 사람 최악 결과 초래 하는 같은,39.15의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
나오는 의사 꼭 가족 권유 하는,33.75의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
오전 화이자 백신 맞는 딱히 아무렇게나 증상 없는 거 같았는데 맞은 부위 뻐근한 거 생각 하는 저녁 갑자기 열 확 올라옴 몸 춥고 어지럽고 타이레놀 먹는 앎다 강 나아짐 열 있는 당일 괜찮아진 상태 진짜 이제 백신 맞은 대대 댓글 꼭 참고 주시 면 좋겠음 사람 마다 체질 증상 틀려서 전술 담배 안 하는 건장한 중반 남성 입니다 농담 아닌 당일 저녁 정말 심한 고열 두통 날 아침 일어나면 죽는 있는 않은 까 생각 했으면,41.31의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
지나면 백신 맞는 사람 어리석은 행동 이었고 존 범한 사람 지혜 웠 다는 드러나게 될,34.12의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
기 질환 사망자 나오는 하는 기 질환 환자 주사 맞은 말 게 하던 지 해보는 죽는 다라 거 주 맞은 지 됐는데 아픈 죽 거 같은 진짜 이러다 죽는 거 아닌 미치겠네,34.59의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
코로나 백신 맞는 사망 하면 진짜 개죽음 삼가 고인 분 소중한 명복 빕니다,33.88의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
학교 회사 맞은 하면 의사 존중 해주는 척 안 맞는 싶은 안 맞은 안 될 거 같은 분위기 만듦,36.28의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
백신 번만 맞는 게 아닌 개월 마다 맞는 거 번만 잘 못 되도,34.7의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
코로나 백신 안 맞은 해서 무조건 걸리는 게 아닌 방어 회피 할 할 수단 정도 있기 때문 백신 부작용 큰 리스크 되는 코로나 감염 치면 백신 해보는 코로나 약화 버전 당연한 코로나 감염 안 좋은 게 당연한 거 아닌 코로 나무 증상 감염 같으면 백신 부작용 마찬가지 거 보는데 그렇고 그게 코로나 사기 가는 정신 흐름 내 봤을 땐 뉴스 나오는 단체 코로나 백신 문제 아닌 그냥 정치 인 영역 가버린 같은,37.19의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
건강한 사람 백신 맞는 오는 부작용 설명 할래,35.03의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
백신 맞은 되는 알 고 싶은 몸 마비 경련 맞은 되는 무서워요,35.72의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
코로나 걸리는 해도 자연 치유 될 확률 높은 굳이 죽 위험한 무릅쓰 고 백신 맞은 이유 없는 보는,36.22의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
무점 종이 였던 마음 편한 맞겠는데 그런 아닌 뭔가 꺼림칙해서 맞기가 싫은 가족 강요,34.74의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
모든 사망 대해 인과성 인 정 안 하면 명 입니다 말 잘 생각 해보셔야 합니다 명 백신 접종 하지 않았다면 죽었을 사람 이었을까요,35.42의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
임산부 접종 절대 반대 합니다 죽는 사람 숫자 불과합니까 제대로 조사해 언론 내보내십시오 백신 죽는 사람 후유증 앓는 있는 사람 대해 정확히 조사 하신 언론 내보내십시오 언론인 깨어 있는 하지 않습니까 가족 죽었다고 생각 해도 보도 할 인지 궁금하군요,34.64의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
백신 맞는 죽는 건 괜찮은 사람 옮기지 말 뜻 맞은 하는군,36.1의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
솔직히 이하 예약 사람 불안하잖아 남은 인생 맞은 전 싶은 거 먹는 싶은 거 먹는 맞은 가야겠다 개죽음 당하면 억울한 눈 안 감길 듯,34.94의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
연예 코로나 걸렸다고 뉴스 주면 금방 복귀 멀쩡하던데 걸리는 게 안전한 거 아닌 친척 오빠 코로나 걸리는 일만 완치 됐는데,34.47의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
백신 맞는 게 안전하냐 아니냐보다는 치사 율 미만 위험한,33.86의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
중증 되면 치료받는 비 지원 떠나는 하는 힘듭니다 일자리 하는 힘든 회사 쫓기는 마당,34.1의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
그냥 마스크 하지 다니자 백신 절대 안 맞은 거 이러는데 그럴 거 면 코로나 번 걸리는 내 성 가진 사람 만 살아남는 후손 좋은 만 물려주는 방식,38.18의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
개인 방역 잘 다녔을 코로나 걸리는 수치 걸리는 코로나 치명 률 합친 확률 코로나 백신 맞는 치명 부작용 나타날 확률 따지는 게 맞은 않은,36.41의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
기자 사표 내 평생 반성 하며 살아있는,34.03의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
명 백신 인한 사망자 사망자 사례 검사 제대로 이루어졌는지는 모르겠지만 건 보더 국민 거부권 행사 할 수 있는 않은가 백신 진전 있는 안정 될 맞은 선택 권 있는 하는 봄,35.93의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
차 접종 완료 했지만 백신 접종 피 하신,34.07의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
사망 게 합병증 때문 살 수 있었던 거 백신 맞는 죽는 거 아닌,36.16의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
안 걸리는 잘 살아갈 사람 백신 맞는 죽는 거 백신 유효 기간 있는 머 지 않은 신종플루 치료받는 쪽 넘어가야 되는 싶은,38.42의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
백신 맞는 죽는 게 문제 아닌 인정 안 하는 문제 코로나 인과성 증명 못 하는 거임,36.6의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
접종 거부 코로나 걸리는 자비로 치료받아야 하는 접 종자 부작용 겁나지만 공동체 나를 접종 받는 접종 세금 접종 거부 낭비 마라,34.1의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
접종 률 높은 집단 면역 인 정이 드 코로나 선포 경제활동 안정 세금 보충 재정 넉 넉 국회 웃음 순 아닌,34.15의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
따져 본다더니 빤히 보이는 술수 런 짓 자꾸 하는 불신 퍼지지 불신 깨려면 모든 팩트 진실되게 공개 이러 이러하여 백신 맞는 좋은 판단 된다고 해보는 함,34.63의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
코로나 백신 치명 률 이야기 하는 데 당연한 코로나 걸리는 게 치명 률 높겠지 코로나 애초 안 걸리는 확률 매우 높은 반면 백신 맞은 가는 건 낮은 리스크 참여 하는 거임,38.55의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
차코 로나 백신 예약 해놨는데 주 뒤 면 맞은 하는 자꾸 사망자 나온 가지 고 백신 맞는 겁남,36.85의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
알아보는 산다 정신 차려 내 목숨 지킬 수,34.82의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
백신 사망률 코로나 치명 률 치명 률 치명 률 코로나 사망률 가져와야지,33.78의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
죽는 사람 일까 내 주위 죽는 사람 만 명 두 분 건강하셨던 분 주사 맞는 며칠 돌아가는 대대 여서 어차피 인정 해주는 거 같은 신고 안 했으면 그런 사람 많은 걸,34.42의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
인과성 입증 수 입증 할 수 없는 당국 숫자 정 단 얘기 아닌 아무런 사망 위험한 원인 병 없는 사람 백신 접종 사망 했으면 인과성,34.42의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
백신 맞는 아파 죽어가도 코로나 안 걸리는 하드,35.8의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
문제 백신 맞는 사망 하는 게 복불복 기 질환 없는 건강한 사람 갑자기 죽는 버리니 재수 없는 그게 내 될 수도 있던 불안감,37.19의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
차 맞는 왔던 거 볼 마다 불안한 죽겠다 지금 아무렇게나 문제 없긴 했지만,34.1의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
믿는 마스크 착용 철저히 사람 손발 닿는 접촉 피하 고 밀폐 된 공간 가지 않은 외부 활동 후 집 들어오는 나서 청결 유지 코로나 절대 안 걸리는,34.2의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
차 그냥 팔만 아프다가 차 오한 열 진짜 죽는 줄 알았다 병원 열 난 고 코로나 검사 오라 고 백신 때문 열나는 거 응급실 들어가지도 못 하는 함급 거 이따 맞은,36.4의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
바이러스 백신 어디있는 변 일어나면 치사 율 내려가는 정도 국민 알아보는 좋은 백신 안 맞은 눈살 찌푸리는 인간 보는 한심하더라 미개한 대한민국,35.96의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
말장난 오지 인과성 성인 정수 치는 병원 서로 잘못 없는 떠밀고 있는 늘어나지 않은 진짜 바늘 구멍 낙타 들어갈 확률 인정 해주는 거 잖아,34.12의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
백신 부작용 해도 인과성 인정받기 어려운 현실 젊은이 코로나 사망 가지 않으나 코로나 백신 접종 후 사망 하는 경우 발생 하는 그런 제대로 인정 되는 못 편향 인 뉴스 그것 거짓 인 양 덮어 버리죠 그런 태도 국민 불안하게 하는 거 지금 사망률 확 진자 수로 사람 공포 감 주는 한결같은 뉴스 답답하고 안타깝습니다,36.36의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
인과성 인정 안 하는 게 보상 돈 주기 싫은 그렇겠고 백신 맞는 사망 사람 죄,38.33의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
솔직히 불안한 접종 해서 죽는 사람 인정 해주는 건건 정말 저걸 믿음,34.27의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
멀쩡히 잘 살다가 백신 맞는 잘 못 되도 연관 없는 버리는데 신뢰 가겠어요,33.91의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
두 명 안 죽 정도 안전하면 푼 아닌 책임지는 준 하는 게 상식 책임지는 회하 거 위험하고 실제 부작용 수가 많은 걸 스스로 증명 하는 거 명박 정말 국민 아는구나,34.68의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
코로나 감기 같은 후각 상실 전염 성 말곤 쏠까 안 위험한 거 같은 전이 감염 며칠 아픈 지금 센터 있지만 백신 전 국민 맞은 마스크 변 때문 못 벗으면 백신 의미 있는 싶은,37.52의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
정도 면 위험한 거 맞은 생각 되는 데,34.15의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
차 접종 맞는 코로나 걸리는 말 봐서 게 의미 있는 싶은,35.19의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
몸 면역 떨어지면 여자 오는 병 많은 백신 맞는 몸 약해져서 알레르기 반응 병원 총 만 원 넘기는 깨졌는데 게 백신 때문 면역 떨어진 게 확실 치 않은 보상 못 받은 돈 아깝고 불편하고 아픈 고생 만 돈 깨지고 나가지도 않은 멀쩡한 내 백신 맞는 이틀 뒤 갑자기 됐는데 어이없는 차 맞은 무서움 차 맞는 고생 했으면 부모님 친구 어이없다며 건강한 거 아는 어이없어 진짜,34.55의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
사망률 쳐 부작용 젊은 사람 중증 확률 위험할까,33.95의 확률로 긍정리뷰 입니다., 긍정리뷰 입니다.,,,
접종 후 사망률 코로 치명 률 비교 하는 불성 설인 거 같은 범국민적 백신 투여 사망률 코로나 감염 후 사망 이른 치사 율 비교 비교 대상 틀린 같은,35.04의 확률로 부정리뷰 입니다., 부정리뷰 입니다.,,,
강제 맞은 신임,33.6의 확률로 중립리뷰 입니다., 중립리뷰 입니다.,,,
